ROOT	DERIV	281	2.4794919928607237	1.8784528405854883
やすい	DERIV	2	1.732606258243092	0.0
DERIV	FIN	71	2.0053114514609063	1.100162671062566
POLARITY	FIN	2	-0.07128510224976736	0.016875814741294612
ROOT	FIN	287	1.603054435974741	1.726388853634851
VAL	FIN	2	2.8797091136158244	0.0
VOICE/MOOD	FIN	33	3.0525821056880873	0.0
DERIV	MOOD	2	2.4768115973774716	0.0
ROOT	MOOD	11	0.827108484598537	2.998793866374153
DERIV	POLARITY	4	1.1078261860239056	1.349752593842648
POLITENESS	POLARITY	6	2.464818037702235	1.697361040907929
ROOT	POLARITY	34	1.6183708562555148	2.274661591291672
VOICE/MOOD	POLARITY	7	1.5304264784376254	1.2909022076602206
できる	POLARITY	2	4.443298872859695	0.0
でした	POLARITY	2	6.02249294017225	0.0
DERIV	POLITENESS	7	1.7869974659258774	0.9989952373264679
ROOT	POLITENESS	46	1.9943601545724554	2.4233583748491365
VOICE/MOOD	POLITENESS	8	2.4898088923586545	2.9802322387695312e-08
ROOT	ROOT	11	0.0	0.0
DERIV	TAM	87	1.8296058309847751	1.2352102541795078
POLARITY	TAM	3	1.128467041108337	1.5747828963253172
POLITENESS	TAM	22	3.270866765013379	0.7137616447042491
ROOT	TAM	261	0.6382858598906739	1.427737651185163
VAL	TAM	3	1.4926043364458985	1.7033460379759415
VOICE/MOOD	TAM	54	2.692124726189292	1.3738719650496496
だ	TAM	5	4.232083598228588	2.950357407985249
なる	TAM	3	3.49865140693606	0.0
ようだ	TAM	3	0.6563509289375381	0.6617851549046697
DERIV	VAL	4	3.610451229146398	0.0
ROOT	VAL	10	1.6532104973130264	2.486756182707405
DERIV	VOICE/MOOD	60	3.4221883803043274	0.0
ROOT	VOICE/MOOD	136	1.3124529846876662	1.711595578658428
ROOT	たら	2	1.2175464482268423	3.153887146266004
DERIV	だ	2	-0.44189250599812824	0.0
ROOT	だ	7	1.153015372314529	2.8846772864693113
べし	だ	2	6.834937243732732	0.0
ROOT	できる	7	1.4152097080368595	3.6335955428630493
POLITENESS	でした	2	5.900859690813991	0.0
ROOT	でした	2	-0.1438410362258904	0.1438410362258904
DERIV	なる	3	-1.557885948974718	2.4753591954232723
POLARITY	なる	2	4.859538677736872	0.0
ROOT	なる	6	-0.32431835817588556	0.486273874212896
ようだ	なる	2	6.895266828055187	0.0
DERIV	べし	2	3.1768710980988963	0.0
ROOT	べし	3	-0.0958940241505936	0.1356146295043026
ROOT	める	3	4.762346242372497	4.3728687031342135
ROOT	やすい	5	-0.4979555160045191	0.4326970354246798
DERIV	ようだ	2	0.4894137598756245	1.5880260485437345
POLARITY	ようだ	2	3.7243334604935048	0.0
ROOT	ようだ	11	-0.36488020978704083	1.1460751074059694
ROOT	続ける	2	-0.39422868018213464	0.39422868018213464
